Date,Channel,Currency,Exchange,success,pump_date
2020-01-11T18:40:25Z,Hot Signals Binance Bittrex,ARDR,Binance,0,
2020-01-12T20:00:11Z,Binance Royal Pump,VIB,Binance,1,2020-01-12T20:00:00Z
2020-01-16T19:00:18Z,Binance Royal Pump,NAV,Binance,1,2020-01-16T19:00:00Z
2020-01-18T18:21:37Z,Wolf of trading Signals,NULS,Binance,0,
2020-01-20T16:00:35Z,Binance Royal Pump,BRD,Binance,1,2020-01-20T16:00:00Z
2020-01-30T17:00:06Z,Crypto Pump Island,NULS,Binance,1,2020-01-30T16:59:00Z
2020-01-30T17:29:44Z,Optimus Pump,NXS,Binance,1,2020-01-30T16:30:00Z
2020-02-10T20:00:14Z,Binance Royal Pump,WPR,Binance,1,2020-02-10T20:00:00Z
2020-02-12T09:45:34Z,Crypto Lion's™,FET,Binance,0,
2020-02-12T16:27:12Z,Crypto Tree 🎄,FTM,Binance,0,
2020-02-12T18:24:33Z,Crypto Lion's™,RDN,Binance,0,
2020-02-17T09:33:31Z,Crypto Lion's™,XTZ,Binance,0,
2020-02-18T13:11:49Z,Crypto Lion's™,KAVA,Binance,0,
2020-02-18T15:37:03Z,Crypto Lion's™,KAVA,Binance,0,
2020-02-26T18:00:11Z,Crypto Pump Island,SYS,Binance,1,2020-02-26T18:00:00Z
2020-03-08T18:59:46Z,CryptoFamily Binance,SNGLS,Binance,1,2020-03-08T18:57:00Z
2020-03-09T19:50:45Z,Binance Mega Pump,NAV,Binance,0,
2020-03-12T16:00:05Z,Crypto Pump Island,QLC,Binance,1,2020-03-12T16:00:00Z
2020-03-12T19:00:17Z,Binance Royal Pump,POA,Binance,1,2020-03-12T19:01:00Z
2020-03-13T16:00:07Z,Crypto Pump Island,TCT,Binance,0,
2020-03-15T20:00:13Z,Binance Royal Pump,NEBL,Binance,0,
2020-03-16T15:59:55Z,Binance Mega Pump,NAV,Binance,0,
2020-03-17T15:55:01Z,Binance Royal Pump,BNT,Binance,0,
2020-03-17T17:00:02Z,Binance Mega Pump,RLC,Binance,0,
2020-03-18T19:00:03Z,CryptoFamily Binance,LUN,Binance,1,2020-03-18T19:00:00Z
2020-03-18T19:00:13Z,Binance Royal Pump,LUN,Binance,1,2020-03-18T19:00:00Z
2020-03-19T15:58:37Z,𝑪𝒐𝒊𝒏|𝑪𝒐𝒂𝒄𝒉|𝑺𝒊𝒈𝒏𝒂𝒍𝒔,STORJ,Binance,0,
2020-03-21T08:40:18Z,The Bull,MTH,Binance,0,
2020-03-21T16:00:10Z,Binance Royal Pump,TNB,Binance,1,2020-03-21T16:00:00Z
2020-03-24T15:58:48Z,Crypto Pump Island,OAX,Binance,1,2020-03-24T15:58:00Z
2020-03-24T15:59:29Z,premium binance signals turkey,BRD,Binance,1,2020-03-24T15:58:00Z
2020-03-25T15:57:41Z,𝑪𝒐𝒊𝒏|𝑪𝒐𝒂𝒄𝒉|𝑺𝒊𝒈𝒏𝒂𝒍𝒔,NXS,Binance,1,2020-03-25T15:56:00Z
2020-03-26T15:59:45Z,Binance Royal Pump,EDO,Binance,1,2020-03-26T15:52:00Z
2020-03-31T13:00:07Z,Binance Mega Pump,NEBL,Binance,1,2020-03-31T12:58:00Z
2020-04-01T11:58:52Z,Binance Waves,SNGLS,Binance,1,2020-04-01T11:58:00Z
2020-04-02T16:00:05Z,Binance Royal Pump,GRS,Binance,1,2020-04-02T16:00:00Z
2020-04-03T18:00:54Z,Coin Pump Crew ✪,ARK,Binance,1,2020-04-03T17:59:00Z
2020-04-04T15:58:24Z,Binance Royal Pump,GVT,Binance,1,2020-04-04T15:58:00Z
2020-04-07T18:00:05Z,CryptoFamily Binance,ARN,Binance,1,2020-04-07T18:00:00Z
2020-04-07T18:00:13Z,Binance Royal Pump,ARN,Binance,1,2020-04-07T18:00:00Z
2020-04-10T15:58:24Z,Binance Royal Pump,ELF,Binance,1,2020-04-10T15:58:00Z
2020-04-10T16:00:05Z,Binance Waves,GNT,Binance,1,2020-04-10T16:00:00Z
2020-04-13T09:57:31Z,The Bull,NKN,Binance,0,
2020-04-13T11:58:52Z,Binance Mega Pump,VITE,Binance,1,2020-04-13T11:58:00Z
2020-04-14T16:00:31Z,Crypto Pump Island,MITH,Binance,0,
2020-04-15T15:56:46Z,Binance Royal Pump,GVT,Binance,1,2020-04-15T15:56:00Z
2020-04-20T16:00:07Z,Binance Royal Pump,RLC,Binance,1,2020-04-20T15:39:00Z
2020-04-24T15:59:29Z,Crypto Pump Island,BNT,Binance,1,2020-04-24T15:59:00Z
2020-05-03T17:30:01Z,Binance Mega Pump,PPT,Binance,1,2020-05-03T16:33:00Z
2020-05-04T19:01:15Z,CryptoFamily Binance,MDA,Binance,1,2020-05-04T19:01:00Z
2020-05-04T19:01:23Z,Binance Royal Pump,MDA,Binance,1,2020-05-04T19:01:00Z
2020-05-04T19:02:05Z,CryptoFamily Binance,MDA,Binance,0,
2020-05-05T16:00:14Z,Crypto Pump Island,CVC,Binance,1,2020-05-05T15:59:00Z
2020-05-09T16:00:29Z,Crypto Pump Island,AST,Binance,1,2020-05-09T16:00:00Z
2020-05-14T16:00:17Z,Crypto Pump Island,YOYO,Binance,1,2020-05-14T15:59:00Z
2020-05-21T15:59:30Z,Crypto Pump Island,GTO,Binance,1,2020-05-21T15:00:00Z
2020-05-26T16:00:07Z,Binance Waves,ONG,Binance,1,2020-05-26T16:00:00Z
2020-05-29T15:59:46Z,Binance Waves,VIA,Binance,1,2020-05-29T15:59:00Z
2020-05-29T16:00:06Z,CryptoFamily Binance,VIA,Binance,1,2020-05-29T15:59:00Z
2020-05-30T15:32:25Z,Crypto Profit Coach™,GXS,Binance,0,
2020-05-30T16:00:14Z,Whales Crypto Guide,NAS,Binance,1,2020-05-30T16:00:00Z
2020-05-30T16:00:15Z,CryptoFamily Binance,NAS,Binance,1,2020-05-30T16:00:00Z
2020-06-02T16:00:26Z,𝑪𝒐𝒊𝒏|𝑪𝒐𝒂𝒄𝒉|𝑺𝒊𝒈𝒏𝒂𝒍𝒔,ARK,Binance,1,2020-06-02T16:00:00Z
2020-06-03T16:00:35Z,Crypto Pump Island,CTXC,Binance,1,2020-06-03T16:00:00Z
2020-06-04T14:59:46Z,premium binance signals turkey,OAX,Binance,1,2020-06-04T14:59:00Z
2020-06-08T16:06:12Z,Crypto Pump Island,PPT,Binance,1,2020-06-08T16:05:00Z
2020-06-10T16:00:03Z,Crypto Pump Island,VIA,Binance,1,2020-06-10T15:58:00Z
2020-06-13T16:00:18Z,CryptoFamily Binance,QSP,Binance,1,2020-06-13T16:00:00Z
2020-06-14T16:00:08Z,Binance Pump Tracker™,NEBL,Binance,1,2020-06-14T16:00:00Z
2020-06-14T21:13:17Z,Crypto Pump 🇧🇷 - Canal,NEBL,Binance,0,
2020-06-15T08:26:50Z,Crypto Ninja Coach | Official™,CTXC,Binance,0,
2020-06-15T11:45:41Z,Crypto Ninja Coach | Official™,BCPT,Binance,0,
2020-06-15T14:09:03Z,Crypto Ninja Coach | Official™,BCPT,Binance,0,
2020-06-15T16:00:24Z,Binance Royal Pump,GXS,Binance,1,2020-06-15T15:59:00Z
2020-06-16T08:39:04Z,Crypto Ninja Coach | Official™,GVT,Binance,0,
2020-06-16T11:30:20Z,Crypto Ninja Coach | Official™,SKY,Binance,1,2020-06-16T11:30:00Z
2020-06-16T14:40:24Z,Crypto Ninja Coach | Official™,PIVX,Binance,0,
2020-06-16T16:00:10Z,premium binance signals turkey,HC,Binance,1,2020-06-16T15:59:00Z
2020-06-18T08:24:40Z,Crypto Ninja Coach | Official™,ONG,Binance,0,
2020-06-18T16:52:32Z,Crypto Ninja Coach | Official™,VIA,Binance,0,
2020-06-19T07:16:26Z,Crypto Ninja Coach | Official™,NEBL,Binance,0,
2020-06-19T14:24:55Z,Crypto Ninja Coach | Official™,SYS,Binance,0,
2020-06-20T10:48:42Z,Crypto Ninja Coach | Official™,WAN,Binance,0,
2020-06-20T18:27:07Z,Crypto Ninja Coach | Official™,SYS,Binance,0,
2020-06-23T13:49:44Z,Crypto Ninja Coach | Official™,NEBL,Binance,0,
2020-06-23T17:16:00Z,Crypto Ninja Coach | Official™,VIA,Binance,0,
2020-06-24T10:04:13Z,Binance Moon Pump™,PPT,Binance,0,
2020-06-24T16:00:22Z,Crypto Pump Island,EVX,Binance,1,2020-06-24T16:00:00Z
2020-06-24T18:10:26Z,Binance Moon Pump™,NEBL,Binance,0,
2020-06-25T13:42:47Z,Binance Pump Tracker™,OAX,Binance,0,
2020-06-25T15:30:54Z,Binance Moon Pump™,STPT,Binance,1,2020-06-25T15:31:00Z
2020-06-25T16:03:49Z,Binance Waves,AMB,Binance,0,
2020-06-26T17:59:46Z,Crypto Profit Coach™,SYS,Binance,0,
2020-06-26T18:39:20Z,Binance Moon Pump™,NKN,Binance,0,
2020-06-27T12:24:00Z,Binance Moon Pump™,ELF,Binance,0,
2020-06-28T13:24:17Z,Binance Moon Pump™,LUN,Binance,0,
2020-06-28T14:23:36Z,Binance Moon Pump™,ADX,Binance,0,
2020-06-28T16:00:07Z,CryptoFamily Binance,OAX,Binance,1,2020-06-28T16:00:00Z
2020-06-28T16:00:08Z,Binance Pump Tracker™,OAX,Binance,1,2020-06-28T16:00:00Z
2020-06-28T16:00:09Z,Whales Crypto Guide,OAX,Binance,1,2020-06-28T16:00:00Z
2020-06-29T09:20:55Z,Crypto World Coach™,NXS,Binance,0,
2020-06-29T13:02:18Z,Binance Moon Pump™,NAV,Binance,0,
2020-06-29T14:48:00Z,Binance Moon Pump™,CTXC,Binance,0,
2020-06-29T15:07:57Z,Crypto World Coach™,GRS,Binance,0,
2020-06-29T16:00:26Z,Binance Royal Pump,QSP,Binance,1,2020-06-29T16:00:00Z
2020-06-30T13:35:36Z,Crypto World Coach™,EVX,Binance,0,
2020-07-01T11:12:09Z,Binance Moon Pump™,GAS,Binance,0,
2020-07-01T12:00:03Z,Crypto World Coach™,XLM,Binance,0,
2020-07-02T09:23:52Z,Binance Moon Pump™,GAS,Binance,0,
2020-07-02T11:24:23Z,Binance Moon Pump™,BTS,Binance,1,2020-07-02T11:16:00Z
2020-07-02T13:08:26Z,Binance Moon Pump™,TFUEL,Binance,0,
2020-07-02T14:39:13Z,Binance Moon Pump™,AION,Binance,0,
2020-07-03T11:00:13Z,Binance Moon Pump™,NXS,Binance,0,
2020-07-04T03:42:05Z,Binance Moon Pump™,INS,Binance,0,
2020-07-04T13:31:42Z,Binance Moon Pump™,STPT,Binance,0,
2020-07-04T15:43:25Z,Crypto World Coach™,HC,Binance,0,
2020-07-04T15:43:36Z,Binance Moon Pump™,HC,Binance,0,
2020-07-04T16:00:22Z,Crypto Binance Trading | Signals & Pumps,GVT,Binance,1,2020-07-04T16:00:00Z
2020-07-05T15:49:59Z,Binance Moon Pump™,REQ,Binance,0,
2020-07-05T19:01:30Z,Binance Pump Tracker™,ARDR,Binance,0,
2020-07-05T19:01:35Z,Binance Moon Pump™,ARDR,Binance,0,
2020-07-05T19:48:20Z,Binance Moon Pump™,WTC,Binance,0,
2020-07-06T09:51:01Z,Binance Moon Pump™,ARN,Binance,0,
2020-07-06T13:45:43Z,Binance Moon Pump™,STORJ,Binance,0,
2020-07-07T13:58:14Z,Binance Moon Pump™,BQX,Binance,0,
2020-07-07T15:04:18Z,Crypto World Coach™,SYS,Binance,0,
2020-07-07T15:06:00Z,Binance Moon Pump™,SYS,Binance,0,
2020-07-07T15:33:51Z,Binance Moon Pump™,CTXC,Binance,0,
2020-07-07T16:00:07Z,Binance Pump Tracker™,ADX,Binance,1,2020-07-07T16:00:00Z
2020-07-07T17:34:43Z,Binance Moon Pump™,GNT,Binance,0,
2020-07-08T13:47:58Z,Binance Moon Pump™,BLZ,Binance,0,
2020-07-08T22:56:26Z,Binance Moon Pump™,OMG,Binance,0,
2020-07-09T08:23:25Z,Binance Moon Pump™,EVX,Binance,0,
2020-07-10T09:28:24Z,Binance Moon Pump™,POWR,Binance,0,
2020-07-10T14:47:59Z,Crypto World Coach™,NAS,Binance,0,
2020-07-10T14:49:06Z,Binance Moon Pump™,NAS,Binance,0,
2020-07-10T15:07:14Z,Crypto World Coach™,CTXC,Binance,0,
2020-07-10T15:07:21Z,Binance Moon Pump™,CTXC,Binance,0,
2020-07-10T15:15:40Z,Binance Moon Pump™,NXS,Binance,0,
2020-07-11T08:59:18Z,Binance Pump Tracker™,WRX,Binance,0,
2020-07-11T08:59:23Z,Binance Moon Pump™,WRX,Binance,0,
2020-07-11T13:53:43Z,Binance Moon Pump™,KMD,Binance,0,
2020-07-12T05:18:40Z,Whales Crypto Guide,IOTX,Binance,1,2020-07-12T05:16:00Z
2020-07-12T08:36:04Z,Binance Pump Tracker™,MITH,Binance,0,
2020-07-12T08:36:09Z,Binance Moon Pump™,MITH,Binance,0,
2020-07-13T15:55:27Z,Bitcoin Pump Group,SNM,Binance,0,
2020-07-14T12:41:15Z,Binance Pump Tracker™,POA,Binance,0,
2020-07-14T13:31:12Z,Binance Moon Pump™,POA,Binance,0,
2020-07-14T16:39:48Z,Binance Pump Tracker™,SKY,Binance,0,
2020-07-15T07:17:46Z,Binance Moon Pump™,CVC,Binance,0,
2020-07-16T18:00:02Z,Crypto Pump Squad,SYS,Binance,1,2020-07-16T18:00:00Z
2020-07-16T18:00:08Z,CryptoFamily Binance,SYS,Binance,1,2020-07-16T18:00:00Z
2020-07-16T19:32:49Z,Binance Moon Pump™,HC,Binance,0,
2020-07-17T14:25:43Z,Binance Moon Pump™,PIVX,Binance,0,
2020-07-18T08:03:15Z,Binance Moon Pump™,WTC,Binance,0,
2020-07-18T12:30:47Z,Binance Moon Pump™,INS,Binance,0,
2020-07-18T13:06:49Z,Binance Moon Pump™,QSP,Binance,0,
2020-07-18T14:56:29Z,Binance Moon Pump™,STX,Binance,0,
2020-07-19T09:39:29Z,Binance Moon Pump™,ONG,Binance,0,
2020-07-19T15:17:36Z,🚀 Cryptex Pumps,SYS,Binance,0,
2020-07-19T20:01:21Z,Binance Moon Pump™,INS,Binance,0,
2020-07-20T14:05:39Z,Binance Moon Pump™,POWR,Binance,0,
2020-07-21T13:06:17Z,Binance Moon Pump™,QSP,Binance,0,
2020-07-21T13:32:39Z,Binance Moon Pump™,OAX,Binance,0,
2020-07-21T16:00:11Z,2018,NXS,Binance,1,2020-07-21T16:00:00Z
2020-07-21T21:04:34Z,Whales Crypto Guide,LTO,Binance,0,
2020-07-22T10:29:20Z,Binance Moon Pump™,STEEM,Binance,0,
2020-07-22T16:00:57Z,Binance Royal Pump,SNT,Binance,0,
2020-07-22T18:30:52Z,Binance Moon Pump™,TNT,Binance,0,
2020-07-23T03:21:49Z,Binance Pump Tracker™,STMX,Binance,0,
2020-07-23T03:21:54Z,Binance Moon Pump™,STMX,Binance,0,
2020-07-23T18:25:03Z,Binance Moon Pump™,MANA,Binance,0,
2020-07-23T22:32:22Z,🚀 Cryptex Pumps,VIA,Binance,0,
2020-07-24T15:59:45Z,The Crypto Express.,WAN,Binance,0,
2020-07-24T17:00:12Z,Binance Royal Pump,ELF,Binance,1,2020-07-24T17:00:00Z
2020-07-27T00:40:24Z,Binance Moon Pump™,MTH,Binance,0,
2020-07-28T14:40:59Z,Binance Moon Pump™,MATIC,Binance,0,
2020-07-28T15:05:49Z,Binance Moon Pump™,POLY,Binance,0,
2020-07-28T16:00:55Z,Crypto Pump Island,POA,Binance,0,
2020-07-28T16:04:40Z,Binance Moon Pump™,CTXC,Binance,0,
2020-07-28T18:01:42Z,Binance Moon Pump™,STPT,Binance,0,
2020-07-28T19:04:26Z,Binance Moon Pump™,CVC,Binance,0,
2020-07-29T09:09:54Z,Binance Moon Pump™,BTS,Binance,0,
2020-07-29T11:28:51Z,Whales Crypto Guide,MBL,Binance,0,
2020-07-29T13:04:07Z,Binance Moon Pump™,OST,Binance,0,
2020-07-29T17:49:14Z,Binance Moon Pump™,APPC,Binance,0,
2020-07-30T18:00:06Z,Crypto Pump Squad,VIB,Binance,1,2020-07-30T18:00:00Z
2020-07-30T18:00:19Z,Binance Royal Pump,VIB,Binance,1,2020-07-30T18:00:00Z
2020-08-02T16:00:12Z,2018,NXS,Binance,1,2020-08-02T16:00:00Z
2020-08-02T17:55:56Z,Binance Pump Tracker™,MBL,Binance,0,
2020-08-02T19:12:24Z,Binance Moon Pump™,XEM,Binance,0,
2020-08-03T10:08:13Z,Binance Moon Pump™,PPT,Binance,0,
2020-08-03T13:00:19Z,Binance Moon Pump™,BAND,Binance,0,
2020-08-03T17:46:57Z,Binance Moon Pump™,PIVX,Binance,0,
2020-08-04T18:00:03Z,Crypto Pump Squad,PPT,Binance,1,2020-08-04T18:00:00Z
2020-08-04T18:00:06Z,CryptoFamily Binance,PPT,Binance,1,2020-08-04T18:00:00Z
2020-08-04T19:38:42Z,Binance Moon Pump™,BAT,Binance,0,
2020-08-05T13:31:15Z,premium binance signals turkey,CTXC,Binance,1,2020-08-05T12:49:00Z
2020-08-07T16:30:28Z,Binance Moon Pump™,GXS,Binance,0,
2020-08-07T16:59:30Z,Crypto Ninja Coach | Official™,GXS,Binance,1,2020-08-07T16:59:00Z
2020-08-07T17:18:02Z,Binance Pump Tracker™,AION,Binance,0,
2020-08-08T18:18:38Z,Binance Moon Pump™,MTL,Binance,0,
2020-08-09T06:10:02Z,Binance Moon Pump™,QTUM,Binance,0,
2020-08-09T06:33:53Z,Binance Moon Pump™,LSK,Binance,0,
2020-08-09T19:09:35Z,Binance Pump Tracker™,SNGLS,Binance,0,
2020-08-10T06:24:28Z,Binance Moon Pump™,NANO,Binance,0,
2020-08-10T07:56:32Z,Binance Moon Pump™,WAN,Binance,0,
2020-08-10T08:17:59Z,Binance Pump Tracker™,BTS,Binance,0,
2020-08-10T08:45:58Z,Binance Moon Pump™,WABI,Binance,0,
2020-08-10T18:17:01Z,Whales Crypto Guide,QTUM,Binance,0,
2020-08-11T10:13:55Z,Binance Moon Pump™,STMX,Binance,0,
2020-08-11T11:00:50Z,Binance Moon Pump™,TFUEL,Binance,0,
2020-08-11T12:39:02Z,Binance Moon Pump™,VIA,Binance,0,
2020-08-12T02:55:53Z,Binance Moon Pump™,WRX,Binance,0,
2020-08-12T12:13:06Z,Binance Moon Pump™,PHB,Binance,0,
2020-08-12T12:26:04Z,Binance Moon Pump™,WPR,Binance,0,
2020-08-12T13:14:18Z,Binance Moon Pump™,SNM,Binance,0,
2020-08-12T17:33:53Z,Binance Moon Pump™,APPC,Binance,0,
2020-08-12T18:05:33Z,Binance Moon Pump™,MTH,Binance,0,
2020-08-13T19:26:19Z,Binance Moon Pump™,CVC,Binance,0,
2020-08-14T08:28:37Z,Binance Moon Pump™,ZRX,Binance,0,
2020-08-15T13:49:33Z,Binance Pump Tracker™,SC,Binance,0,
2020-08-16T11:09:34Z,Binance Moon Pump™,SNGLS,Binance,0,
2020-08-16T12:04:07Z,Binance Moon Pump™,TFUEL,Binance,0,
2020-08-16T14:24:17Z,Binance Moon Pump™,BCPT,Binance,0,
2020-08-17T07:21:34Z,Binance Moon Pump™,POWR,Binance,0,
2020-08-17T07:58:47Z,Trading Crypto Coach®,QTUM,Binance,0,
2020-08-17T09:13:17Z,Binance Moon Pump™,TCT,Binance,0,
2020-08-20T10:32:45Z,Binance Moon Pump™,WPR,Binance,0,
2020-08-20T12:22:41Z,Binance Moon Pump™,OST,Binance,0,
2020-08-20T15:20:00Z,Binance Moon Pump™,NXS,Binance,0,
2020-08-20T17:21:19Z,Binance Moon Pump™,STORJ,Binance,0,
2020-08-21T09:28:05Z,Binance Moon Pump™,GAS,Binance,0,
2020-08-22T14:35:23Z,Binance Pump Tracker™,AE,Binance,0,
2020-08-22T16:47:53Z,Binance Moon Pump™,XEM,Binance,0,
2020-08-24T13:41:29Z,Trading Crypto Coach®,WAVES,Binance,0,
2020-08-24T13:53:24Z,Binance Moon Pump™,MITH,Binance,0,
2020-08-24T17:03:14Z,Crypto Profit Coach™,CHR,Binance,0,
2020-08-25T18:00:03Z,Crypto Pump Squad,RDN,Binance,1,2020-08-25T18:00:00Z
2020-08-26T13:01:44Z,Whales Crypto Guide,ONT,Binance,0,
2020-08-26T16:32:02Z,premium binance signals turkey,VIA,Binance,0,
2020-08-26T16:34:56Z,Binance Moon Pump™,LSK,Binance,0,
2020-09-06T16:00:49Z,Crypto Pump Island,QLC,Binance,1,2020-09-06T16:00:00Z
2020-09-10T13:47:45Z,Binance Moon Pump™,TROY,Binance,0,
2020-09-10T17:43:10Z,Binance Moon Pump™,DNT,Binance,0,
2020-09-10T18:00:31Z,Crypto Pump Island,QSP,Binance,1,2020-09-10T18:00:00Z
2020-09-11T16:02:49Z,Binance Moon Pump™,SNT,Binance,0,
2020-09-17T18:00:25Z,Crypto Pump Island,GVT,Binance,1,2020-09-17T17:59:00Z
2020-09-30T17:00:03Z,Crypto Pump Island,GVT,Binance,1,2020-09-30T16:59:00Z
2020-10-05T19:19:32Z,Binance Moon Pump™,TCT,Binance,0,
2020-10-17T16:00:06Z,Crypto Pump Squad,RDN,Binance,1,2020-10-17T16:00:00Z
2020-10-18T18:00:23Z,Crypto Pump Island,OAX,Binance,1,2020-10-18T18:00:00Z
2020-10-19T03:09:29Z,Binance Moon Pump™,STMX,Binance,0,
2020-10-21T18:00:13Z,CryptoFamily Binance,PPT,Binance,0,
2020-10-30T16:00:37Z,Crypto Pump Island,DUSK,Binance,1,2020-10-30T16:00:00Z
2020-11-01T18:00:10Z,Crypto Pump Squad,YOYO,Binance,1,2020-11-01T18:00:00Z
2020-11-02T16:00:40Z,Crypto Pump Island,ARDR,Binance,1,2020-11-02T16:00:00Z
2020-11-03T16:00:14Z,Crypto Pump Island,GTO,Binance,1,2020-11-03T16:00:00Z
2020-11-04T17:00:22Z,Crypto Pump Island,APPC,Binance,1,2020-11-04T17:00:00Z
2020-11-05T16:00:04Z,Crypto Pump Squad,OAX,Binance,1,2020-11-05T15:01:00Z
2020-11-06T20:00:10Z,Crypto Pump Squad,NXS,Binance,1,2020-11-06T20:00:00Z
2020-11-09T04:12:49Z,Binance Moon Pump™,CTXC,Binance,0,
2020-11-09T16:00:27Z,Crypto Pump Island,BRD,Binance,1,2020-11-09T16:00:00Z
2020-11-09T18:35:43Z,Binance Moon Pump™,IOST,Binance,0,
2020-11-10T16:55:12Z,Binance Moon Pump™,MTL,Binance,0,
2020-11-10T17:47:30Z,Binance Moon Pump™,NAV,Binance,0,
2020-11-10T18:26:12Z,Binance Moon Pump™,GXS,Binance,0,
2020-11-10T19:07:09Z,Binance Moon Pump™,STEEM,Binance,0,
2020-11-18T18:00:11Z,Today We Push 🛸,APPC,Binance,1,2020-11-18T18:00:00Z
2020-11-25T17:29:49Z,Binance Moon Pump™,APPC,Binance,0,
2020-11-25T18:39:03Z,Binance Moon Pump™,BCPT,Binance,0,
2020-12-02T18:49:28Z,Binance Moon Pump™,DLT,Binance,0,
2020-12-03T03:11:15Z,Binance Moon Pump™,BCPT,Binance,0,
2020-12-05T15:53:54Z,Binance Moon Pump™,NAV,Binance,0,
2020-12-14T15:49:58Z,Binance Moon Pump™,COS,Binance,0,
2020-12-19T10:02:00Z,Binance Moon Pump™,HC,Binance,0,
2020-12-20T15:18:19Z,Binance Moon Pump™,LSK,Binance,0,
2020-12-20T17:27:23Z,Binance Moon Pump™,DGB,Binance,0,
2020-12-20T18:49:09Z,Binance Moon Pump™,MBL,Binance,0,
2020-12-20T19:00:12Z,Cryptic Pumps,NAV,Binance,1,2020-12-20T19:00:00Z
2020-12-27T13:07:05Z,Binance Moon Pump™,APPC,Binance,0,
2020-12-28T16:21:00Z,Binance Moon Pump™,GXS,Binance,0,
2021-01-18T14:38:48Z,Binance Moon Pump™,BEAM,Binance,0,
2021-01-18T16:38:46Z,Binance Moon Pump™,OXT,Binance,0,
2021-01-21T15:48:10Z,Binance Moon Pump™,APPC,Binance,0,
2021-01-21T17:28:28Z,Binance Moon Pump™,NAS,Binance,0,
